"Date","Category","Author","Title","URL"
"July 2025","AI Agents","CB Insights","The top 20 AI agents startups by revenue","https://www.linkedin.com/posts/mcarrelli_ai-agents-are-turning-into-revenue-machines-activity-7353958030763298816-vLwr?utm_source=awesome-ai-market-maps"
"July 2025","AI Automation","Anna Bosch — b2venture","Europe's Industrial Moment: Why AI Automation is the Key to Revitalizing Manufacturing Competitiveness","https://www.b2venture.vc/stories/europes-industrial-moment-why-ai-automation-is-the-key-to-revitalizing-manufacturing-competitiveness?utm_source=awesome-ai-market-maps"
"July 2025","AI Compliance","Shruti Batra — QED Investors","AI's Compliance Takeover","https://www.qedinvestors.com/blog/ais-compliance-takeover?utm_source=awesome-ai-market-maps"
"July 2025","Consumer AI","NEA","The Current #13: Context in Consumer AI","https://www.linkedin.com/pulse/current-13-context-consumer-ai-new-enterprise-associates-jg0hc/?utm_source=awesome-ai-market-maps"
"July 2025","Energy AI","Remarkable Ventures Climate","Our AI x Energy Market Map","https://www.linkedin.com/posts/remarkable-ventures-climate_climate-climateai-aienergy-activity-7351259697485627392-vLCv?utm_source=awesome-ai-market-maps"
"July 2025","Enterprise AI","George Mathew & Hunter Korn & Ash Tutika & William Blackwell - Insight Partners","The race to secure enterprise AI","https://www.insightpartners.com/ideas/securing-ai/?utm_source=awesome-ai-market-maps"
"July 2025","Fintech AI","Noah Gross — Scale Venture Partners","Where’s my AI banker? Why financial services is lagging on AI adoption","https://www.scalevp.com/insights/wheres-my-ai-banker-why-financial-services-is-lagging-on-ai-adoption/?utm_source=awesome-ai-market-maps"
"July 2025","Government AI","Olivia Levine — Greenfield Partners","The Quiet Rise of AI in Government","https://www.greenfield-growth.com/blog-posts/the-quiet-rise-of-ai-in-government?utm_source=awesome-ai-market-maps"
"July 2025","Healthcare AI","Sundeep Peechu & Tobi Coker & Eric Flaningam — Felicis Ventures","Healthcare's Trillion-Dollar Admin Problem","https://www.felicis.com/insight/healthcare-ai-admin?utm_source=awesome-ai-market-maps"
"July 2025","AI Infrastructure","Astasia Myers & Dan Bartus — Felicis Ventures","Routing the Future: Model Routing Will Decide Who Wins in AI Infrastructure","https://www.felicis.com/insight/model-routing?utm_source=awesome-ai-market-maps"
"July 2025","Insurance AI","Christo Ritter & Adam Chadroff & and Ali Afridi — Equal Ventures","Insurance x AI | The First Wave of Gen AI in P&C","https://newsletter.equal.vc/p/insurance-ai-market-map?utm_source=awesome-ai-market-maps"
"July 2025","Legal AI","Legaltech Hub","LTH AI Agents in Legal Map: July 2025","https://www.legaltechnologyhub.com/contents/lth-ai-agents-in-legal-map-july-2025/?utm_source=awesome-ai-market-maps"
"July 2025","Legal AI","Specter","🧑‍⚖️ Legal AI Landscape","https://insights.tryspecter.com/legal-ai-landscape-2025/?utm_source=awesome-ai-market-maps"
"July 2025","AI Real Estate","Pi Labs","Real AI for Real Assets","https://www.linkedin.com/posts/pi-labs-ltd-_sneak-peek-of-the-paper-activity-7349020184923283458-Fu0r?utm_source=awesome-ai-market-maps"
"July 2025","Voice AI","Inside/VC","Voice AI Market Map","https://www.linkedin.com/posts/insidevc_voice-infrastructure-middleware-activity-7354086305967865858-1M1z?utm_source=awesome-ai-market-maps"
"July 2025","AI Everything Else","Florian Seemann — P9","The State of AI-First Services Today","https://medium.com/point-nine-news/the-state-of-ai-first-services-today-648e5816e89d?utm_source=awesome-ai-market-maps"
"July 2025","AI Everything Else","Brighteye Ventures","Research Tools: breaching new frontiers","https://www.brighteyevc.com/post/research-tools-breaching-new-frontiers?utm_source=awesome-ai-market-maps"
"July 2025","AI Everything Else","Cherie Hu — Water & Music","Music Tech Investment and M&A","https://www.linkedin.com/posts/cheriehu_musictech-musicbusiness-venturecapital-activity-7345787020016840705-uxpi?utm_source=awesome-ai-market-maps"
"June 2025","AI Agents","Huang et al.","DEEP RESEARCH AGENTS: A SYSTEMATIC EXAMINATION AND ROADMAP","https://arxiv.org/pdf/2506.18096?utm_source=awesome-ai-market-maps#page=5"
"June 2025","AI Agents","Sahar Mor — AI Tidbits","The Open-Source Toolkit for Building AI Agents v2","https://www.aitidbits.ai/p/open-source-agents-updated?utm_source=awesome-ai-market-maps"
"June 2025","Consumer AI","Shawn Carolan, Amy Wu Martin, C.C. Gong, Sam Borja — Menlo Ventures","2025: The State of Consumer AI","https://menlovc.com/perspective/2025-the-state-of-consumer-ai/?utm_source=awesome-ai-market-maps"
"June 2025","AI Data","Einat Orr — LakeFS","The State of Data and AI Engineering 2025","https://lakefs.io/blog/the-state-of-data-ai-engineering-2025/?utm_source=awesome-ai-market-maps"
"June 2025","AI DevTools","ICONIQ Capital","2025 State of AI Report: The Builder’s Playbook","https://www.iconiqcapital.com/growth/reports/2025-state-of-ai?utm_source=awesome-ai-market-maps"
"June 2025","AI DevTools","Chris Millisits - Antler","Market Map AI Agents: Engineering","https://www.antler.co/blog/ai-market-map-engineering?utm_source=awesome-ai-market-maps"
"June 2025","AI DevTools","Jenny Xiao & Liang Wu & Jay Zhao - Leonis Capital","MCPs: Value Creation, Capture, and Destruction—Lessons from the API Era","https://leonisnewsletter.substack.com/p/mcps-value-creation-capture-and-destructionlesso?utm_source=awesome-ai-market-maps"
"June 2025","AI DevTools","Javier Redondo — Scale Venture Partners","MCP is the new WWW","https://www.scalevp.com/insights/mcp-is-the-new-www/?utm_source=awesome-ai-market-maps"
"June 2025","AI DevTools","AI Insider","Exploring AI Insider’s Market Map: Model Development & Deployment","https://theaiinsider.tech/2025/06/04/exploring-ai-insiders-market-map-model-development-deployment/?utm_source=awesome-ai-market-maps"
"June 2025","Government AI","Commonweal Ventures","The Modern Government Tech Stack","https://www.linkedin.com/posts/nate-loewentheil_amtech-vc-govtech-activity-7341084459401728000-5j0H?utm_source=awesome-ai-market-maps"
"June 2025","Healthcare AI","Charge","The Healthcare AI Governance Market Map","https://www.linkedin.com/posts/charge-health-ai_ai-is-transforming-healthcare-but-it-also-activity-7336019128035475456-ZHcs?utm_source=awesome-ai-market-maps"
"June 2025","Healthcare AI","AlbionVC","European HealthTech Market Map 2025","https://albion.vc/spotlight/deep-dives/european-healthtech-market-map-2025/?utm_source=awesome-ai-market-maps"
"June 2025","InsurTech AI","Plug and Play Insurtech","Customer Service & Support Conversational & Voice AI","https://www.linkedin.com/posts/gonzalo-calle-santiago_customerservice-virtualagents-aiinnovation-activity-7338238612406218752-YUX4?utm_source=awesome-ai-market-maps"
"June 2025","AI Marketing","Henry Shi","Market Map of AI Ad-Gen Tools","https://www.linkedin.com/posts/henrythe9th_ive-spent-100m-on-ads-as-a-founder-and-activity-7335640153769562116-ndd-?utm_source=awesome-ai-market-maps"
"June 2025","AI Marketing","Zach Cohen & Seema Amble — a16z","Faster, Smarter, Cheaper: AI Is Reinventing Market Research","https://a16z.com/ai-market-research/?utm_source=awesome-ai-market-maps"
"June 2025","AI Marketing","Varun Ramakrishnan — SignalFire","AI is reshaping B2B GTM with signals you’re still ignoring","https://www.signalfire.com/blog/ai-is-reshaping-b2b-gtm-with-signals-youre-ignoring?utm_source=awesome-ai-market-maps"
"June 2025","AI Security","Wickey Wang — SafenAI.org","The AI Cybersecurity Frontier: 100 Emerging Startups to Watch (2021–2024)","https://wickey.substack.com/p/the-ai-cybersecurity-frontier-100?utm_source=awesome-ai-market-maps"
"June 2025","AI Security","Malika Aubakirova — a16z","Next-Gen Pentesting: AI Empowers the Good Guys","https://a16z.com/next-gen-pentesting-ai-empowers-the-good-guys/?utm_source=awesome-ai-market-maps"
"June 2025","AI Security","James Berthoty — Latio","2025 Latio AI Security Report","https://applied-gai-in-security.ghost.io/agentic-security-marketmap/?utm_source=awesome-ai-market-maps"
"June 2025","AI Software QA/Testing","Jacob Conger & Ram Raval — Headline","AI Can Write Code. Who Makes Sure It Works?","https://headline.com/blog-latest/article-latest/ai-can-write-code-who-makes-sure-it-works?utm_source=awesome-ai-market-maps"
"June 2025","Supply Chain AI","Activant Capital","AI is Rewriting the Rules of Supply Chain","https://activantcapital.com/research/ai-is-rewriting-the-rules-of-supply-chain?utm_source=awesome-ai-market-maps"
"June 2025","AI Video","Nic Mitham","The AI Video Stack: Status By Company","https://www.linkedin.com/posts/nicmitham_aivideo-fullstack-shortformvideo-activity-7335359142515142656-h3Gx?utm_source=awesome-ai-market-maps"
"June 2025","AI Video","Justine Moore — a16z","New market map: AI video generation","https://x.com/venturetwins/status/1935367302834495832?utm_source=awesome-ai-market-maps"
"June 2025","Voice AI","Ivan Landabaso — Startup Riders","Voice AI Market Map 2025","https://www.linkedin.com/posts/ivanlandabaso_ai-startups-voiceagents-activity-7343518092620148737-1VQ7?utm_source=awesome-ai-market-maps"
"June 2025","Voice AI","Anna Chen & Vivek Ramaswami — Madrona","Voice Is Going Vertical: How Verticalized Voice AI Is Becoming the Next Killer App","https://www.madrona.com/voice-is-going-vertical-how-verticalized-voice-ai-is-becoming-the-next-killer-app/?utm_source=awesome-ai-market-maps"
"June 2025","AI Everything Else","Machine Cinema","AI Storytelling Market Map Q3 2025","https://text.machinecinema.ai/p/ai-storytelling-market-map-q3-2025?utm_source=awesome-ai-market-maps"
"May 2025","AI Agents","b2venture","The Market Map of AI Voice & Call Center Agents","https://www.b2venture.vc/stories/the-market-map-of-ai-voice-call-center-agents?utm_source=awesome-ai-market-maps"
"May 2025","AI Agents","Tanay Jaipuria — Wing VC","AI App Builder Agents: Default Tool Choices","https://www.linkedin.com/posts/tanayjaipuria_80-of-new-databases-on-neon-were-created-activity-7333552988696829953-boOp?utm_source=awesome-ai-market-maps"
"May 2025","AI Agents","Scott Wingo — Retailgentic","Retailgentic Ecosystem as of 5/8/25","https://www.retailgentic.com/p/retailgentic-ecosystem-as-of-5825?utm_source=awesome-ai-market-maps"
"May 2025","AI Agents","Scott Wingo — Retailgentic - Agentic Payments","The Essential Building Block for the Agentic Shopping Future.","https://www.retailgentic.com/p/agentic-payments-the-essential-building?utm_source=awesome-ai-market-maps"
"May 2025","AI Data","AI Insider","Layer 2 Data Structure and Processing market map","https://www.linkedin.com/posts/ai-insider-intel_layer-2-market-map-activity-7331600550217551874-Xgzz?utm_source=awesome-ai-market-maps"
"May 2025","AI Drug Discovery","Scale Venture Partners","The future of biological foundation models and value creation in AI-driven drug discovery","https://www.scalevp.com/insights/the-future-of-biological-foundation-models-and-value-creation-in-ai-driven-drug-discovery/?utm_source=awesome-ai-market-maps"
"May 2025","AI Drug Discovery","CB Insights","The AI in drug R&D market map","https://www.cbinsights.com/research/ai-drug-research-development-market-map/?utm_source=awesome-ai-market-maps"
"May 2025","Enterprise AI","Lightspeed","AI Enterprise Market Map: Cutting through the hype","https://lsvp.com/stories/ai-enterprise-market-map-cutting-through-the-hype/?utm_source=awesome-ai-market-maps"
"May 2025","AI Hardware and Inference","AI Insider","Market Map: AI Hardware and Datacenter enablers","https://www.linkedin.com/posts/ai-insider-intel_ai-chips-gpus-activity-7329150192421703683-k4uw?utm_source=awesome-ai-market-maps"
"May 2025","AI Hardware and Inference","AlbionVC & Beauhurst","UK Future of Compute Market Map","https://albion.vc/spotlight/deep-dives/the-future-of-compute-mini-market-map/?utm_source=awesome-ai-market-maps"
"May 2025","AI Hardware and Inference","Wing VC","The AI Inference Stack","https://www.linkedin.com/pulse/ai-inference-stack-jake-flomenberg-rsppc/?utm_source=awesome-ai-market-maps"
"May 2025","AI Infrastructure","Cobus Greyling","AI Agent infrastructure and Build Stack","https://www.linkedin.com/posts/cobusgreyling_ai-artificialintelligence-aiagents-activity-7325111303839055872-qrem?utm_source=awesome-ai-market-maps"
"May 2025","Large Language Models","Eduardo Ordax","The 2025 Landscape of LLMs — Updated View of the Big Players in the Game of AI","https://www.linkedin.com/posts/eordax_llms-ai-machinelearning-activity-7325788055221452802-y5ue?utm_source=awesome-ai-market-maps"
"May 2025","Robotics","Vanessa Loiola","Robotics Overview 2025","https://www.linkedin.com/feed/update/urn:li:activity:7325134009544421378/?utm_source=awesome-ai-market-maps"
"May 2025","Spatial Computing","Nic Mitham — KZero Worldswide","Spatial Computing Market Map Q2 2025","https://www.linkedin.com/posts/nicmitham_kzero-spatial-reality-market-map-q2-2025-activity-7328696144966922242-wEp6?utm_source=awesome-ai-market-maps"
"May 2025","AI Security","Dan Cahana — Notable Capital","Agent Identity Security Framework","https://www.notablecap.com/blog/the-identity-shift-preparing-for-a-non-human-future?utm_source=awesome-ai-market-maps"
"May 2025","Top AI","Ollie Forsyth & Amos Bar Joseph — New Economies","Top 100 Startups to Watch","https://www.neweconomies.co/p/the-new-operating-system?utm_source=awesome-ai-market-maps"
"May 2025","Venture AI","Cory Bolotsky","Market Map: Data + AI Tooling for Venture Capital Firms","https://bolots.ky/p/vc-ai-data-market-map?utm_source=awesome-ai-market-maps"
"May 2025","Voice AI","Anna Piñol & Valerie Osband Mahoney — NFX","Voice AI is Working. Here’s Where It Wins First","https://www.nfx.com/post/voice-ai-is-working?utm_source=awesome-ai-market-maps"
"May 2025","AI Everything Else","Business of Apps","AI App Market Map 2025","https://www.linkedin.com/posts/business-of-apps_introducing-our-ai-app-market-map-2025-activity-7323624734837911554-p-kN?utm_source=awesome-ai-market-maps"
"May 2025","AI Everything Else","Craig Iskowitz","AI Notetaker market for Financial Advisors","https://www.linkedin.com/posts/craigiskowitz_wealthmanagement-ai-financialadvisors-activity-7323704087596654593-oLf-?utm_source=awesome-ai-market-maps"
"May 2025","AI Everything Else","LiveRamp Ventures","A.I. in Digital Advertising Landscape","https://www.linkedin.com/posts/jimmy-ren-b015b639_introducing-our-first-ever-ai-in-digital-activity-7325182089702633474--ChQ?utm_source=awesome-ai-market-maps"
"May 2025","AI Everything Else","Jonathan King — Coinbase Ventures","The Rise of Onchain AI: Agents, Apps, and Commerce","https://x.com/cbventures/status/1923401975766355982?utm_source=awesome-ai-market-maps"
"May 2025","AI Everything Else","Ollie Forsyth & Partners — New Economies","HOW TO ADOPT AI WITHIN THE WORKPLACE","https://www.neweconomies.co/i/161537748/how-to-adopt-ai-within-the-workplace?utm_source=awesome-ai-market-maps"
"May 2025","AI Everything Else","MMC","AI Discoverability: How can I get ChatGPT to recommend my brand?","https://mmc.vc/research/ai-discoverability-how-can-i-get-chatgpt-to-recommend-my-brand/?utm_source=awesome-ai-market-maps"
"May 2025","AI Everything Else","Zach Cohen and Seema Amble — a16z","How Generative Engine Optimization (GEO) Rewrites the Rules of Search","https://a16z.com/geo-over-seo?utm_source=awesome-ai-market-maps"
"May 2025","AI Everything Else","Carta","1,200+ seed rounds raised by US startups on Carta over the last 12 months","https://www.linkedin.com/posts/peterjameswalker_startups-seed-founders-activity-7333567913305485314-G2Q_?utm_source=awesome-ai-market-maps"
"May 2025","AI Everything Else","Omers Ventures","The Next Frontier in Recruiting and Talent Acquisition","https://www.omersventures.com/news/the-next-frontier-in-recruiting-and-talent-acquisition/?utm_source=awesome-ai-market-maps"
"April 2025","AI Agents","Antler","Market Map AI Agents: Sales","https://www.antler.co/blog/ai-market-map-sales?utm_source=awesome-ai-market-maps"
"April 2025","AI Agents","Georgian","AI LANDSCAPE SERIES Agentic Platforms and Applications","https://georgian.io/agentic-platforms-and-applications/?utm_source=awesome-ai-market-maps"
"April 2025","AI Agents","Tom Doerr","LLM Agent Systems Landscape 2025","https://x.com/tom_doerr/status/1916296071552156099/photo/1?utm_source=awesome-ai-market-maps"
"April 2025","AI Data","Hitachi Ventures","From Pipelines to Insights: The AI-Driven Data Stack Revolution in 2025","https://medium.com/@HitachiVentures/from-pipelines-to-insights-the-ai-driven-data-stack-revolution-in-2025-64a58c070b5d?utm_source=awesome-ai-market-maps"
"April 2025","AI DevTools","Denise Teng — Gradient Ventures","Code Gen Tool Market Map","https://www.linkedin.com/posts/activity-7318692414703947777-HTC-?utm_source=awesome-ai-market-maps"
"April 2025","AI DevTools","Yujian Tang","LLM Stack Market Map","https://www.linkedin.com/posts/yujiantang_revamped-this-market-map-retrieval-data-activity-7316147686779363329-AYjk?utm_source=awesome-ai-market-maps"
"April 2025","Fintech AI","Norwest","Market Map: Reimagining the CFO Software Stack","https://www.nvp.com/blog/market-map-reimagining-cfo-software-stack/?utm_source=awesome-ai-market-maps"
"April 2025","Fintech AI","Kison Patel — Dealroom","AI Tools for M&A Market Map","https://www.linkedin.com/posts/kisonpatel_buyerledmanda-aitools-corporatedevelopment-activity-7321582532402077696-CarX?utm_source=awesome-ai-market-maps"
"April 2025","AI Gaming","Daniel Derzic — Hartmann Capital","GenAI in Gaming Industry Report: Q1 2025","https://www.hartmanncapital.com/news-insights/genai-in-gaming-industry-report-q1-2025?utm_source=awesome-ai-market-maps"
"April 2025","AI Hardware and Inference","Ashish Kakran — Thomvest Ventures","AI inference tooling landscape","https://www.linkedin.com/posts/kakran_ai-inference-startups-activity-7318052931742617600-4rRn?utm_source=awesome-ai-market-maps"
"April 2025","AI Hardware and Inference","Gennaro Cuofano","AI Compute Market Map: A Practical Guide","https://businessengineer.ai/p/ai-compute-market-map-a-practical?utm_source=awesome-ai-market-maps"
"April 2025","AI Hardware and Inference","World Fund","Green Computing in the AI Era","https://www.worldfund.vc/knowledge/green-computing-in-the-ai-era?utm_source=awesome-ai-market-maps"
"April 2025","Healthtech AI","7wire Ventures","From Diagnosis to Treatment: Unlocking Potential with Generative AI","https://www.7wireventures.com/perspectives/from-diagnosis-to-treatment-unlocking-potential-with-generative-ai/?utm_source=awesome-ai-market-maps"
"April 2025","Healthtech AI","Elion","AI Denials Management Market Map: Recovering lost revenue with robots?","https://elion.health/resources/ai-denials-management?utm_source=awesome-ai-market-maps"
"April 2025","AI Infrastructure","Ensemble VC","All AI infrastructure market maps are wrong. But some are better than others.","https://www.ensemble.vc/research/all-ai-infrastructure-market-maps-are-wrong-but-some-are-better-than-others?utm_source=awesome-ai-market-maps"
"April 2025","Legal AI","Synaptic","AI x Legaltech 2025","https://x.com/synaptic_data/status/1911810464322928884?utm_source=awesome-ai-market-maps"
"April 2025","Robotics","Tracxn","Industrial Robotics sector overview","https://tracxn.com/d/sectors/industrial-robotics/__8YzlIwdZtVDpzlzTadeYnqjdh1suJksuE5MDB89oZiU?utm_source=awesome-ai-market-maps"
"April 2025","Voice AI","Cathy Gao & Julie Nguyen — Sapphire Ventures","B2B Voice AI Landscape","https://www.linkedin.com/feed/update/urn:li:activity:7315387989294043137/?utm_source=awesome-ai-market-maps"
"April 2025","AI Security","Premji Invest — Alumni Ventures","AI Is Coming: Meet the Startups Building Cyber Defenses for the Age of AI","https://www.premjiinvest.com/blog/ai-is-coming-meet-the-startups-building-cyber-defenses-for-the-age-of-ai?utm_source=awesome-ai-market-maps"
"April 2025","AI Security","Software Analyst Cyber Research","Securing For AI Specialist Ecosystem","https://www.linkedin.com/posts/software-analyst_as-enterprises-race-to-deploy-genai-and-llms-activity-7315805428607504385-hClF?utm_source=awesome-ai-market-maps"
"April 2025","Top AI","Forbes","AI 50","https://www.forbes.com/lists/ai50/?utm_source=awesome-ai-market-maps"
"April 2025","Top AI","CB Insights","AI 100: The most promising artificial intelligence startups of 2025","https://www.cbinsights.com/research/report/artificial-intelligence-top-startups-2025/?utm_source=awesome-ai-market-maps"
"April 2025","AI Everything Else","Reach Capital","AI Is Unlocking the Future of Frontline Work — And Where We're Investing","https://www.reachcapital.com/2025/04/03/ai-is-unlocking-the-future-of-frontline-work-and-where-were-investing/?utm_source=awesome-ai-market-maps"
"April 2025","AI Everything Else","a16z","AI Learned to Talk. Now it's Learning to Build Reality","https://a16z.com/ai-is-learning-to-build-reality/?utm_source=awesome-ai-market-maps"
"April 2025","AI Everything Else","a16z","AI Avatars Escape the Uncanny Valley","https://a16z.com/ai-avatars/?utm_source=awesome-ai-market-maps"
"April 2025","AI Everything Else","XAnge","Market Map: European AI-Enabled SalesTech","https://www.xange.vc/knowledge-hub/ai-enabled-salestech-separating-hype-from-the-real?utm_source=awesome-ai-market-maps"
"April 2025","AI Everything Else","CroAI","The Croatian AI Landscape","https://map.croai.org/?utm_source=awesome-ai-market-maps"
"April 2025","AI Everything Else","Nimble","AI Automation and Agents for ecommerce Market Map","https://www.linkedin.com/posts/joshwood1_ecommerce-aiagents-marketmaps-activity-7318272007819653121-ewIs?utm_source=awesome-ai-market-maps"
"April 2025","AI Everything Else","GoHub Ventures","AI Personal Assistants","https://www.linkedin.com/posts/gohubventures_ai-startups-activity-7320034821735378944-_lJP?utm_source=awesome-ai-market-maps"
"April 2025","AI Everything Else","Joseph Kim — GameMakers","📍 The Definitive AI x Gaming Market Map (April 2025)","https://www.gamemakers.com/p/the-definitive-ai-x-gaming-market?utm_source=awesome-ai-market-maps"
"April 2025","AI Everything Else","The Wealth Mosaic","The AI WealthTech Market Map, April 2025","https://www.thewealthmosaic.com/vendors/the-wealth-mosaic/news/the-ai-wealthtech-market-map-april-2025/?utm_source=awesome-ai-market-maps"
"March 2025","AI Agents","CB Insights","AI Agent Market Map","https://www.cbinsights.com/research/ai-agent-market-map/?utm_source=awesome-ai-market-maps"
"March 2025","AI Agents","Antler","Market Map AI Agents: Marketing","https://www.antler.co/blog/ai-market-map-marketing?utm_source=awesome-ai-market-maps"
"March 2025","AI Agents","Antler","Market Map AI Agents: Fintech","https://www.antler.co/blog/ai-market-map-fintech?utm_source=awesome-ai-market-maps"
"March 2025","AI Agents","AI Agents Directory","AI Agents Market Landscape","https://aiagentsdirectory.com/landscape?utm_source=awesome-ai-market-maps"
"March 2025","AI Agents","Acrew Capital","A-Commerce Evolution: Agentic Commerce as The New Frontier","https://perspectives.acrewcapital.com/a-commerce-evolution-agentic-commerce-as-the-new-frontier-27a4c855a778?utm_source=awesome-ai-market-maps"
"March 2025","AI Data","Bessemer","Roadmap: Data 3.0 in the Lakehouse Era","https://www.bvp.com/atlas/roadmap-data-3-0-in-the-lakehouse-era?utm_source=awesome-ai-market-maps"
"March 2025","AI Data","Activant Capital - AI's Undervalued Asset","Data's pivotal role in the next era of Gen AI deployment","https://activantcapital.com/research/ai-s-undervalued-asset?utm_source=awesome-ai-market-maps"
"March 2025","AI DevTools and Integrations","a16z","MCP Market Map","https://a16z.com/a-deep-dive-into-mcp-and-the-future-of-ai-tooling/?utm_source=awesome-ai-market-maps"
"March 2025","AI DevTools and Integrations","Auchenberg","AI Tools and Integrations Market Map","https://github.com/auchenberg/ai-tools-integrations-market-map?utm_source=awesome-ai-market-maps"
"March 2025","AI DevTools and Integrations","Thomvest Ventures","Market Map: 130+ companies transforming the AI Software Development market","https://blog.thomvest.com/market-map-130-companies-transforming-the-ai-software-development-market-1e8ef2179439?utm_source=awesome-ai-market-maps"
"March 2025","AI DevTools and Integrations","Yujian Tang","LLM Stack Market Map","https://www.linkedin.com/posts/yujiantang_seattlestartupsummit-activity-7310753598353592321-qYZY?utm_source=awesome-ai-market-maps"
"March 2025","Foundation Models","Leonis Capital","Zero or Hero: A Technical Framework for Valuing AI Companies (Part I: Foundation Models)","https://www.leoniscap.com/deep-dives/zero-or-hero-a-technical-framework-for-valuing-ai-companies-(part-i-foundation-models"
"March 2025","GenAI","a16z","The Top 100 GenAI Consumer Apps 2025","https://a16z.com/100-gen-ai-apps-4/?utm_source=awesome-ai-market-maps"
"March 2025","GenAI","IoT Analytics","The leading generative AI companies","https://iot-analytics.com/leading-generative-ai-companies/?utm_source=awesome-ai-market-maps"
"March 2025","AI Hardware","SemiAnalysis","The GPU Cloud ClusterMAX™ Rating System | How to Rent GPUs","https://semianalysis.com/2025/03/26/the-gpu-cloud-clustermax-rating-system-how-to-rent-gpus/?utm_source=awesome-ai-market-maps"
"March 2025","AI Hardware","AIMultiple Research","Top 20 AI Chip Makers: NVIDIA & Its Competitors in 2025","https://research.aimultiple.com/ai-chip-makers/?utm_source=awesome-ai-market-maps"
"March 2025","AI Hardware","Synaptic","Chipping Away: AI x Hardware","https://synaptic.com/resources/chipping-away-ai-hardware/?utm_source=awesome-ai-market-maps"
"March 2025","Healthtech AI","Protege","Healthcare AI Market Map","https://www.withprotege.ai/ai-market-map?utm_source=awesome-ai-market-maps"
"March 2025","Healthtech AI","High Street Equity Partners","Health Tech Seed Landscape: Startups to Watch","https://www.linkedin.com/posts/high-street-equity-partners_health-tech-seed-landscape-startups-to-watch-activity-7310328926164123651-caPk?utm_source=awesome-ai-market-maps"
"March 2025","AI Infrastructure","Headline VC - The Duality of Infrastructure Software Investing in an AI World","""Infra of AI"" and ""AI in Infra"" Market Maps","https://headline.com/blog-latest/article-latest/the-duality-of-infrastructure-software-investing-i?utm_source=awesome-ai-market-maps"
"March 2025","AI Infrastructure","Forum Ventures","AI Infrastructure Market Map","https://airtable.com/appJKSyHsK9L7emVe/shrIaPop9BFkCdXx5/tblep1S6vE6nyvsJ3?utm_source=awesome-ai-market-maps"
"March 2025","Robotics","Hardware FYI - Deep Tech Market Map","Robotics and Autonomous Systems","https://www.linkedin.com/feed/update/urn:li:activity:7308530241210093569/?utm_source=awesome-ai-market-maps"
"March 2025","AI Security","Software Analyst Cyber Research","Securing AI/LLMs in 2025: A Practical Guide To Securing & Deploying AI","https://softwareanalyst.substack.com/p/securing-aillms-in-2025-a-practical?utm_source=awesome-ai-market-maps"
"March 2025","Vertical AI","Forum Ventures","Vertical AI Market Map","https://airtable.com/appJKSyHsK9L7emVe/shrsmkAjfpzC7Ofaa/tblRYihkumYwZ9BXu?utm_source=awesome-ai-market-maps"
"March 2025","Voice AI","Chelcie Taylor — Notable Capital","Vertical Voice Agents Are Taking Off: Here’s Why","https://www.notablecap.com/blog/vertical-voice-agents-are-taking-off-heres-why?utm_source=awesome-ai-market-maps"
"March 2025","AI Everything Else","a16z","Shopping in 'God Mode' with AI","https://a16z.com/ai-shopping-online/?utm_source=awesome-ai-market-maps"
"March 2025","AI Everything Else","Optimist Ventures","Q1'25 Insurtech Market Map","https://medium.com/@jp_at_optimist/q125-insurtech-market-map-%EF%B8%8F-aa3ee89bd275?utm_source=awesome-ai-market-maps"
"March 2025","AI Everything Else","Brighteye Ventures - AI for Enhancing Productivity","learning in the flow of work","https://www.brighteyevc.com/post/ai-for-training-the-evolution-of-corporate-training-1?utm_source=awesome-ai-market-maps"
"March 2025","AI Everything Else","Brighteye Ventures - AI for Training","the evolution of corporate training","https://www.brighteyevc.com/post/ai-for-training-the-evolution-of-corporate-training?utm_source=awesome-ai-market-maps"
"March 2025","AI Everything Else","Brighteye Ventures - AI for Hiring","how AI is transforming talent acquisition","https://www.brighteyevc.com/post/ai-for-hiring-transforming-talent-acquisition-with-ai?utm_source=awesome-ai-market-maps"
"March 2025","AI Everything Else","Florian Seemann — P9","A First Landscape of AI-first Service Businesses","https://medium.com/point-nine-news/a-first-landscape-of-ai-first-service-businesses-d0a5e4977678?utm_source=awesome-ai-market-maps"
"March 2025","AI Everything Else","RankMyAI","Mapping the Dutch AI Landscape: Key insights from our latest report","https://www.rankmyai.com/insights/5/mapping-the-dutch-ai-landscape-key-insights-from-our-latest-report?utm_source=awesome-ai-market-maps"
"March 2025","AI Everything Else","Juhi Parekh","Demystifying Spatial AI : A Market Map","https://juhiparekh.substack.com/p/demystifying-spatial-ai?utm_source=awesome-ai-market-maps"
"March 2025","AI Everything Else","Eric Flanigam — Generative Value","The Current State of AI Markets","https://www.generativevalue.com/p/the-current-state-of-ai-markets-6b3?utm_source=awesome-ai-market-maps"
"February 2025","AI Agents","Madrona","The AI Agent Infrastructure Stack","https://www.madrona.com/ai-agent-infrastructure-three-layers-tools-data-orchestration/?utm_source=awesome-ai-market-maps"
"February 2025","AI Agents","Wing.vc","The rise of the agentic workforce","https://www.wing.vc/content/the-rise-of-the-agentic-workforce?utm_source=awesome-ai-market-maps"
"February 2025","AI Agents","Kenn So — Generational","Memory in AI Agents","https://www.generational.pub/p/memory-in-ai-agents?utm_source=awesome-ai-market-maps"
